Timestamp,Total Collisions,Current Collision Status,Smoothness Metric,Current Smoothness,Obstacle Clearance,Distance Traveled,Current Velocity,IMU Acceleration Magnitude,Is Rough Terrain,Notes
1731872169,194,0,2752.9576,10.8698,0.2757,0.2523,0.0012,9.6742,0,Normal operation
1731872170,194,0,2816.6808,11.0024,0.2917,0.2576,0.0013,16.3891,1,Normal operation
1731872171,194,0,2865.0828,11.0865,0.3052,0.2604,0.001,9.675,0,Normal operation
1731872172,194,0,2912.2396,10.7439,0.3226,0.2629,0.001,9.6732,0,Normal operation
1731872173,194,0,2967.6851,10.8963,0.3364,0.265,0.0011,21.0548,1,Normal operation
1731872174,194,0,3023.8743,10.8871,0.3537,0.2674,0.0011,15.7543,1,Normal operation
1731872175,194,0,3063.6067,10.7814,0.3672,0.2754,0.0048,9.7804,0,Normal operation
1731872176,194,0,3114.2179,10.6163,0.3805,0.2856,0.0094,9.7935,0,Normal operation
1731872177,194,0,3160.4121,10.6281,0.3971,0.3074,0.0193,10.2658,0,Normal operation
1731872178,194,0,3218.4002,10.6018,0.4171,0.318,0.0233,9.7944,0,Normal operation
1731872179,194,0,3296.8531,10.7669,0.4394,0.3438,0.0341,11.1662,0,Normal operation
1731872180,194,0,3366.8762,10.7567,0.4598,0.3629,0.0423,9.7958,0,Normal operation
1731872181,194,0,3440.6193,10.7016,0.4813,0.3843,0.0517,9.7894,0,Normal operation
1731872182,194,0,3519.7277,10.6411,0.4979,0.4019,0.0515,9.7727,0,Normal operation
1731872183,194,0,3590.1115,10.5789,0.5126,0.4169,0.0474,11.3893,0,Normal operation
1731872184,194,0,3674.4334,10.5466,0.524,0.4369,0.0471,9.7938,0,Normal operation
1731872185,194,0,3743.1957,10.5376,0.5361,0.4521,0.0432,9.6716,0,Normal operation
1731872186,194,0,3822.3475,10.4272,0.5471,0.4759,0.0451,9.7638,0,Normal operation
1731872187,194,0,3885.3955,10.2031,0.5557,0.5103,0.0517,9.617,0,Normal operation
1731872188,194,0,3965.1143,10.1883,0.5662,0.5495,0.0623,9.6229,0,Normal operation
1731872189,194,0,4042.566,9.9893,0.5757,0.5868,0.0727,9.7775,0,Normal operation
1731872190,194,0,4114.8563,10.0064,0.5878,0.6093,0.0737,9.7581,0,Normal operation
1731872191,194,0,4170.0705,9.9253,0.5967,0.6308,0.0749,9.7929,0,Normal operation
1731872192,194,0,4246.9659,9.8575,0.608,0.6502,0.0753,9.7977,0,Normal operation
1731872193,194,0,4308.5583,9.7067,0.6184,0.673,0.0654,9.7898,0,Normal operation
1731872194,194,0,4378.6591,9.7737,0.6299,0.7145,0.0714,9.7947,0,Normal operation
1731872195,194,0,4468.3316,9.8785,0.6445,0.7493,0.0692,9.7979,0,Normal operation
1731872196,194,0,4533.8104,9.8468,0.6581,0.7709,0.0696,6.2558,0,Normal operation
1731872197,194,0,4614.8573,9.8544,0.6719,0.797,0.0705,10.9674,0,Normal operation
1731872198,194,0,4681.313,9.774,0.6873,0.8237,0.0734,9.7864,0,Normal operation
1731872199,194,0,4768.6286,9.8558,0.7012,0.8603,0.0751,9.7938,0,Normal operation
1731872200,194,0,4837.054,9.9069,0.715,0.8859,0.0693,9.7901,0,Normal operation
1731872201,194,0,4902.7921,9.8651,0.7294,0.9024,0.0647,9.7967,0,Normal operation
1731872202,194,0,4985.6973,9.969,0.7425,0.9401,0.0719,9.7189,0,Normal operation
1731872203,194,0,5059.7079,9.8419,0.7547,0.9686,0.072,9.7035,0,Normal operation
1731872204,194,0,5148.4608,9.9813,0.7664,0.9818,0.0628,19.2007,1,Normal operation
1731872205,194,0,5233.7586,10.0649,0.777,1.0008,0.0564,16.3903,1,Normal operation
1731872206,194,0,5314.5397,10.1582,0.7874,1.0337,0.0596,9.7674,0,Normal operation
1731872207,194,0,5394.0649,10.1541,0.7973,1.0533,0.0557,9.7958,0,Normal operation
1731872208,194,0,5474.3939,10.0606,0.805,1.0889,0.0574,9.4016,0,Normal operation
1731872209,194,0,5564.2175,10.2056,0.8124,1.1176,0.0616,9.7964,0,Normal operation
1731872210,194,0,5647.4338,10.2131,0.8202,1.1563,0.073,11.0675,0,Normal operation
1731872211,194,0,5730.8009,10.3298,0.8287,1.1826,0.0702,7.9692,0,Normal operation
1731872212,194,0,5800.1983,10.2178,0.8353,1.2021,0.0685,9.7805,0,Normal operation
1731872213,194,0,5883.3957,10.2968,0.8429,1.229,0.0705,8.9683,0,Normal operation
1731872214,194,0,5968.1979,10.3008,0.8505,1.2554,0.0669,9.7593,0,Normal operation
1731872215,194,0,6045.0329,10.2986,0.8577,1.2753,0.0566,9.7911,0,Normal operation
1731872216,194,0,6123.2393,10.3409,0.8643,1.3029,0.0578,9.7756,0,Normal operation
1731872217,194,0,6203.6464,10.2563,0.8702,1.3356,0.0621,9.7019,0,Normal operation
1731872218,194,0,6288.4457,10.2532,0.8784,1.3732,0.0681,9.5835,0,Normal operation
1731872219,194,0,6356.8718,10.2279,0.8871,1.3997,0.0709,9.7907,0,Normal operation
1731872220,194,0,6435.4594,10.1837,0.8954,1.4115,0.0645,9.7755,0,Normal operation
1731872221,194,0,6509.5255,10.1389,0.9034,1.4366,0.0628,9.5597,0,Normal operation
1731872222,194,0,6592.1654,10.0856,0.911,1.4519,0.0611,13.7884,0,Normal operation
1731872223,194,0,6671.1934,9.978,0.9178,1.4839,0.054,10.0593,0,Normal operation
1731872224,194,0,6749.5273,9.985,0.9243,1.5106,0.0518,9.5857,0,Normal operation
1731872225,194,0,6837.2061,10.0849,0.9311,1.5551,0.0661,9.7988,0,Normal operation
1731872226,194,0,6914.1842,10.0135,0.937,1.5887,0.073,9.5268,0,Normal operation
1731872227,194,0,6983.2343,9.9554,0.9432,1.6058,0.0711,10.1192,0,Normal operation
1731872228,194,0,7066.2551,10.0178,0.9491,1.64,0.0758,9.5621,0,Normal operation
1731872229,194,0,7146.1174,10.0324,0.9547,1.6599,0.0729,9.7681,0,Normal operation
1731872230,194,0,7224.3138,9.9438,0.9595,1.684,0.0648,9.6927,0,Normal operation
1731872231,194,0,7305.9481,9.9788,0.9627,1.7014,0.0547,9.7867,0,Normal operation
1731872232,194,0,7387.6779,10.0123,0.965,1.7259,0.0556,9.7684,0,Normal operation
1731872233,194,0,7476.7964,10.1608,0.9676,1.7623,0.0602,9.7859,0,Normal operation
1731872234,194,0,7556.7563,10.1773,0.97,1.7815,0.0565,9.7769,0,Normal operation
1731872235,194,0,7635.4014,10.139,0.972,1.819,0.0637,9.7905,0,Normal operation
1731872236,194,0,7710.7064,10.0997,0.9737,1.8655,0.0751,9.6464,0,Normal operation
1731872237,194,0,7802.0747,10.2319,0.9751,1.8901,0.0768,9.7439,0,Normal operation
1731872238,194,0,7877.3286,10.1447,0.9757,1.9452,0.0832,9.6183,0,Normal operation
1731872239,194,0,7962.9134,10.1932,0.976,1.9773,0.0892,10.0447,0,Normal operation
1731872240,194,0,8050.9893,10.2366,0.9759,2.0158,0.0901,9.6745,0,Normal operation
1731872241,194,0,8130.8899,10.2395,0.9753,2.041,0.0815,9.7811,0,Normal operation
1731872242,194,0,8203.9907,10.1758,0.9746,2.0698,0.0844,9.7882,0,Normal operation
1731872243,194,0,8279.3507,10.1272,0.9737,2.1034,0.0789,9.7644,0,Normal operation
1731872244,194,0,8365.922,10.2072,0.9732,2.1336,0.0744,9.7977,0,Normal operation
1731872245,194,0,8453.1985,10.1231,0.9725,2.1532,0.0657,9.7959,0,Normal operation
1731872246,194,0,8541.1199,10.237,0.9712,2.1856,0.066,9.3133,0,Normal operation
1731872247,194,0,8618.3608,10.2221,0.9696,2.2127,0.0662,9.7849,0,Normal operation
1731872248,194,0,8694.6612,10.203,0.9673,2.253,0.0692,9.61,0,Normal operation
1731872249,194,0,8777.8605,10.2098,0.9644,2.2765,0.0646,9.7876,0,Normal operation
1731872250,194,0,8863.5703,10.1356,0.9611,2.2913,0.0621,8.3511,0,Normal operation
1731872251,194,0,8947.9435,10.2058,0.9573,2.3174,0.0617,9.6884,0,Normal operation
1731872252,194,0,9033.1365,10.1287,0.9526,2.3395,0.0567,16.1618,1,Normal operation
1731872253,194,0,9112.1086,10.1071,0.9476,2.3865,0.0589,9.5013,0,Normal operation
1731872254,194,0,9189.4317,10.1484,0.9419,2.4163,0.062,6.3569,0,Normal operation
1731872255,194,0,9268.0487,10.1809,0.9358,2.4351,0.0635,9.7917,0,Normal operation
1731872256,194,0,9348.631,10.1247,0.9293,2.4574,0.0632,9.7971,0,Normal operation
1731872257,194,0,9433.2057,10.0966,0.9226,2.4788,0.0653,9.738,0,Normal operation
1731872258,194,0,9515.8684,10.0382,0.9156,2.5027,0.0548,9.6892,0,Normal operation
1731872259,194,0,9595.3445,10.0503,0.9083,2.53,0.0529,10.508,0,Normal operation
1731872260,194,0,9682.8614,10.1613,0.9003,2.5758,0.0636,8.2736,0,Normal operation
1731872261,194,0,9762.6913,10.1312,0.8915,2.6091,0.0678,9.655,0,Normal operation
1731872262,194,0,9840.3684,10.1479,0.882,2.6538,0.0804,9.7275,0,Normal operation
1731872263,194,0,9926.8672,10.1818,0.8719,2.6797,0.0813,9.6674,0,Normal operation
1731872264,194,0,10023.8492,10.2662,0.8614,2.7088,0.0832,9.7494,0,Normal operation
1731872265,194,0,10109.1137,10.2719,0.8491,2.7435,0.0795,17.3764,1,Normal operation
1731872266,194,0,10186.9242,10.2369,0.8384,2.7641,0.0738,9.7807,0,Normal operation
1731872267,194,0,10266.6757,10.2813,0.8273,2.8088,0.0713,8.0381,0,Normal operation
1731872268,194,0,10346.5935,10.2762,0.8159,2.8267,0.0693,9.7831,0,Normal operation
1731872269,194,0,10430.7195,10.2699,0.8045,2.855,0.069,11.2442,0,Normal operation
1731872270,194,0,10522.3281,10.3582,0.7931,2.8763,0.0612,8.2097,0,Normal operation
1731872271,194,0,10610.3542,10.4542,0.7821,2.8939,0.0577,9.7711,0,Normal operation
1731872272,194,0,10689.2184,10.3962,0.7713,2.9233,0.054,9.6924,0,Normal operation
1731872273,194,0,10793.5086,10.5299,0.761,2.9466,0.0552,5.5788,0,Normal operation
1731872274,194,0,10873.205,10.5213,0.7498,2.9662,0.0522,9.7989,0,Normal operation
1731872275,194,0,10942.1504,10.3493,0.7415,2.9867,0.0516,9.7917,0,Normal operation
1731872276,194,0,11021.0708,10.2881,0.7322,3.0097,0.0525,9.7904,0,Normal operation
1731872277,194,0,11097.9987,10.2278,0.7237,3.043,0.0578,9.7621,0,Normal operation
1731872278,194,0,11179.2818,10.2228,0.7158,3.0681,0.0569,7.4019,0,Normal operation
1731872279,194,0,11248.8598,10.1895,0.7081,3.0995,0.0611,9.7529,0,Normal operation
1731872280,194,0,11333.8096,10.2627,0.7008,3.1165,0.0593,9.7951,0,Normal operation
1731872281,194,0,11412.1673,10.2937,0.6933,3.1407,0.0607,9.7532,0,Normal operation
1731872282,194,0,11497.2961,10.2608,0.6861,3.1658,0.0592,11.154,0,Normal operation
1731872283,194,0,11575.3594,10.1172,0.6791,3.1853,0.0536,11.1688,0,Normal operation
1731872284,194,0,11657.9089,10.1282,0.6726,3.1962,0.0447,9.7966,0,Normal operation
1731872285,194,0,11740.17,9.9128,0.6665,3.2215,0.0473,13.9061,0,Normal operation
1731872286,194,0,11822.4445,9.9983,0.6605,3.2415,0.0452,9.9046,0,Normal operation
1731872287,194,0,11903.4639,10.0593,0.6545,3.2656,0.0461,9.6821,0,Normal operation
1731872288,194,0,11985.3937,10.1324,0.6492,3.2838,0.046,13.4247,0,Normal operation
1731872289,194,0,12064.0547,10.1507,0.6439,3.3062,0.0488,9.6983,0,Normal operation
1731872290,194,0,12142.8248,10.1499,0.638,3.3199,0.0457,9.7817,0,Normal operation
1731872291,194,0,12229.694,10.1999,0.6312,3.3444,0.0447,9.7947,0,Normal operation
1731872292,194,0,12309.7682,10.1517,0.624,3.3739,0.0485,8.2677,0,Normal operation
1731872293,194,0,12388.3584,10.1542,0.6157,3.4089,0.0572,9.7687,0,Normal operation
1731872294,194,0,12479.7548,10.1316,0.6058,3.4544,0.0677,9.2225,0,Normal operation
1731872295,194,0,12559.0116,10.1444,0.5915,3.4973,0.0799,9.7576,0,Normal operation
1731872296,194,0,12635.5031,10.0958,0.5764,3.5293,0.0838,9.7357,0,Normal operation
1731872297,194,0,12713.5901,10.0832,0.5618,3.5618,0.0867,10.8096,0,Normal operation
1731872298,194,0,12800.9318,10.0811,0.5443,3.5865,0.0819,9.6881,0,Normal operation
1731872299,194,0,12867.9697,10.038,0.5259,3.6203,0.0819,9.7156,0,Normal operation
1731872300,194,0,12947.7958,10.0654,0.5062,3.6455,0.0696,9.8005,0,Normal operation
1731872301,194,0,13038.3663,10.1374,0.4851,3.6763,0.0674,9.6428,0,Normal operation
1731872302,194,0,13121.1452,10.1773,0.4635,3.6904,0.0609,7.0679,0,Normal operation
1731872303,194,0,13199.9885,10.1227,0.4421,3.7214,0.0646,9.7255,0,Normal operation
1731872304,194,0,13278.6768,10.0716,0.4205,3.7363,0.0552,9.7909,0,Normal operation
1731872305,194,0,13367.6363,10.1891,0.3987,3.7862,0.0665,13.0286,0,Normal operation
1731872306,194,0,13451.6246,10.2422,0.3756,3.8158,0.0679,9.6469,0,Normal operation
1731872307,194,0,13529.5186,10.1928,0.3523,3.8556,0.0772,9.7312,0,Normal operation
1731872308,202,0,13607.9948,10.2089,0.3293,3.885,0.0824,9.9552,0,Normal operation
1731872309,210,0,13687.3267,10.2369,0.3078,3.9054,0.0914,9.7807,0,Normal operation
