Timestamp,Total Collisions,Current Collision Status,Smoothness Metric,Current Smoothness,Obstacle Clearance,Distance Traveled,Current Velocity,IMU Acceleration Magnitude,Is Rough Terrain,Notes
1733877564,88,0,7228.4817,11.4649,0.9193,9.4123,0.1657,6.8054,0,Normal operation
1733877565,88,0,7486.2604,11.7847,0.8255,9.7279,0.2542,30.5756,1,Normal operation
1733877566,100,0,7800.0706,12.7895,0.6695,10.0314,0.3462,13.0305,0,Normal operation
1733877567,109,0,8540.9408,17.7894,0.5556,10.8756,0.5893,0.2158,0,Normal operation
1733877568,109,0,8872.2346,18.7664,0.6026,11.3382,0.6211,10.4203,0,Normal operation
1733877569,109,0,9079.89,18.5843,0.6908,11.4788,0.335,10.1812,0,Normal operation
1733877570,109,0,9331.3564,18.7581,0.8198,11.6013,0.1283,9.8288,0,Normal operation
1733877571,109,0,9553.3024,17.6741,1.0184,11.724,0.1203,10.4352,0,Normal operation
1733877572,109,0,9771.1586,12.3063,1.1911,11.8565,0.1225,10.6876,0,Normal operation
1733877573,109,0,10007.2935,11.455,1.2061,11.988,0.1293,23.1667,1,Normal operation
1733877574,109,0,10212.5036,11.3261,1.2028,12.1015,0.1207,9.7807,0,Normal operation
1733877575,109,0,10453.8618,11.2251,1.2079,12.2286,0.1163,10.4315,0,Normal operation
1733877576,109,0,10679.0176,11.2572,1.2048,12.349,0.118,10.8492,0,Normal operation
1733877577,109,0,10912.7793,11.5233,1.2028,12.4811,0.1195,10.2889,0,Normal operation
1733877578,109,0,11130.6142,11.4664,1.198,12.6194,0.1286,10.9885,0,Normal operation
1733877579,109,0,11356.4445,11.5379,1.1943,12.7769,0.1413,8.8142,0,Normal operation
1733877580,109,0,11608.6913,11.6534,1.2109,12.912,0.141,11.0682,0,Normal operation
1733877581,109,0,11850.6306,11.8248,1.2335,13.0737,0.1414,10.001,0,Normal operation
1733877582,109,0,12072.9752,11.602,1.2615,13.201,0.1383,11.153,0,Normal operation
1733877583,109,0,12277.8987,11.4728,1.3027,13.3072,0.1197,6.2468,0,Normal operation
1733877584,109,0,12494.0363,11.3759,1.3503,13.4294,0.1102,19.0598,1,Normal operation
1733877585,109,0,12732.0077,11.2332,1.3841,13.5428,0.1122,9.9683,0,Normal operation
1733877586,109,0,12940.0808,10.9955,1.4124,13.629,0.1031,11.0547,0,Normal operation
1733877587,109,0,13159.0396,10.9726,1.4291,13.7601,0.1069,9.6943,0,Normal operation
1733877588,109,0,13393.657,11.2211,1.434,13.8799,0.1202,10.4534,0,Normal operation
1733877589,109,0,13632.928,11.5808,1.4328,14.0139,0.1209,9.5556,0,Normal operation
1733877590,109,0,13832.9754,11.11,1.4103,14.138,0.1288,10.5607,0,Normal operation
1733877591,109,0,14047.6503,11.0757,1.3684,14.3173,0.1456,9.6839,0,Normal operation
1733877592,109,0,14274.5993,11.1556,1.2997,14.4603,0.1529,10.3437,0,Normal operation
1733877593,109,0,14488.2644,10.9461,1.2011,14.6735,0.1756,10.8161,0,Normal operation
1733877594,109,0,14723.7463,10.9082,1.0649,14.9261,0.2164,9.4434,0,Normal operation
1733877595,109,0,14929.3219,11.0704,0.9131,15.0674,0.1866,9.6511,0,Normal operation
1733877596,109,0,15126.927,10.89,0.7713,15.2634,0.1713,10.6272,0,Normal operation
1733877597,109,0,15349.7075,10.8549,0.6323,15.4747,0.1938,9.3522,0,Normal operation
1733877598,109,0,15561.4536,10.8407,0.5193,15.651,0.1812,10.7425,0,Normal operation
1733877599,109,0,15775.6034,10.6134,0.4439,15.7979,0.1526,9.8257,0,Normal operation
1733877600,109,0,15990.8647,10.6154,0.4063,15.9519,0.1439,11.035,0,Normal operation
1733877601,109,0,16228.8791,11.0195,0.3787,16.1391,0.1607,10.9118,0,Normal operation
1733877602,109,0,16468.6137,11.1891,0.3483,16.3199,0.1687,11.8101,0,Normal operation
1733877603,114,0,16685.0263,11.3438,0.3185,16.4953,0.1869,21.7615,1,Normal operation
1733877604,134,0,16899.4727,11.337,0.2751,16.5737,0.2467,7.9616,0,Normal operation
1733877605,149,0,17046.334,10.6651,0.2405,17.1825,0.4815,0.0031,0,Normal operation
1733877606,149,0,17316.7144,10.9878,0.3611,17.9058,0.6598,17.1544,1,Normal operation
1733877607,149,0,17521.1545,10.644,0.5561,18.0373,0.4416,10.3377,0,Normal operation
1733877608,149,0,17748.2035,10.6318,0.7464,18.1326,0.1138,9.7213,0,Normal operation
1733877609,149,0,17957.8363,10.5836,0.9391,18.2517,0.103,11.9802,0,Normal operation
1733877610,149,0,18175.6141,11.2928,1.1012,18.4577,0.1555,18.5119,1,Normal operation
1733877611,149,0,18375.4339,10.5872,1.1228,18.5472,0.1431,9.6176,0,Normal operation
1733877612,149,0,18588.1143,10.7738,1.0884,18.7417,0.1388,8.9573,0,Normal operation
1733877613,149,0,18823.3182,10.8487,1.0688,18.8574,0.1485,11.3692,0,Normal operation
1733877614,149,0,19062.4535,11.166,1.0492,19.0027,0.1223,8.8149,0,Normal operation
1733877615,149,0,19350.8388,11.938,1.0468,19.1039,0.1151,13.0031,0,Normal operation
1733877616,149,0,19559.7719,11.9408,1.0319,19.2122,0.102,9.7947,0,Normal operation
1733877617,149,0,19803.1072,12.1499,0.9975,19.3584,0.1276,12.0582,0,Normal operation
1733877618,149,0,20012.6534,12.0072,0.9469,19.5015,0.1378,9.2579,0,Normal operation
1733877619,149,0,20224.4226,11.7093,0.8864,19.678,0.1614,10.9092,0,Normal operation
1733877620,149,0,20447.0267,11.0925,0.8209,19.8294,0.1599,11.0002,0,Normal operation
1733877621,149,0,20692.471,11.4253,0.7499,19.9782,0.1409,10.2041,0,Normal operation
1733877622,149,0,20939.6678,11.4866,0.6614,20.2355,0.1894,10.78,0,Normal operation
1733877623,155,0,21223.2775,12.1062,0.5465,20.4093,0.2023,10.9473,0,Normal operation
1733877624,175,0,21427.1484,12.137,0.4336,20.4815,0.1741,12.153,0,Normal operation
1733877625,195,0,21695.466,12.5947,0.3208,20.5983,0.1851,54.41,1,Normal operation
1733877626,215,0,22024.1875,13.4197,0.2287,20.7576,0.1971,11.623,0,Normal operation
1733877627,235,1,22210.2619,12.814,0.1699,21.0144,0.2552,0.7062,0,Normal operation
1733877628,243,1,22414.6379,12.0242,0.1767,21.7167,0.5373,7.5196,0,Normal operation
1733877629,248,0,22820.8612,13.9371,0.2004,22.3317,0.6952,0.0159,0,Normal operation
1733877630,259,0,23060.3388,13.6487,0.21,23.052,0.7079,0.6244,0,Normal operation
1733877631,265,0,23310.7417,12.8655,0.2326,23.5756,0.7142,12.4232,0,Normal operation
1733877632,270,0,23469.0484,12.5879,0.2992,24.6221,0.8093,36.1234,1,Normal operation
1733877633,270,0,23658.2253,12.5356,0.4671,24.9813,0.6489,10.6248,0,Normal operation
1733877634,270,0,23892.0398,10.7166,0.6072,25.2078,0.3231,9.7852,0,Normal operation
1733877635,270,0,24133.6782,10.7643,0.7484,25.4083,0.2053,8.7063,0,Normal operation
1733877636,270,0,24359.2447,10.6335,0.8638,25.5615,0.1648,11.2308,0,Normal operation
1733877637,270,0,24577.312,11.4446,0.9226,25.7062,0.1402,9.5609,0,Normal operation
1733877638,270,0,24807.3623,11.4914,0.8569,25.8455,0.1307,11.1657,0,Normal operation
1733877639,270,0,25012.9066,11.2087,0.8234,25.9582,0.1177,10.927,0,Normal operation
1733877640,270,0,25242.4076,11.0873,0.801,26.1141,0.1283,10.2549,0,Normal operation
1733877641,270,0,25455.8214,10.9658,0.7931,26.2613,0.1418,11.2112,0,Normal operation
1733877642,270,0,25708.7105,11.4114,0.7977,26.3964,0.134,10.9451,0,Normal operation
1733877643,270,0,25928.8841,11.3276,0.8027,26.5264,0.1287,10.6664,0,Normal operation
1733877644,270,0,26197.0739,11.9514,0.7936,26.6986,0.1424,10.3903,0,Normal operation
1733877645,270,0,26390.8004,11.5875,0.7517,26.9095,0.18,8.1989,0,Normal operation
1733877646,270,0,26655.5051,12.109,0.6736,27.0784,0.1873,11.3134,0,Normal operation
1733877647,270,0,26873.0802,11.6437,0.5871,27.2352,0.1532,10.7649,0,Normal operation
1733877648,274,0,27093.8761,11.6499,0.4716,27.3994,0.147,11.3364,0,Normal operation
1733877649,282,0,27305.7167,11.0864,0.3605,27.5351,0.159,11.0205,0,Normal operation
1733877650,282,0,27518.066,11.3554,0.2882,27.7072,0.1587,11.2797,0,Normal operation
1733877651,301,0,27746.6008,11.0257,0.242,27.8184,0.1654,6.3781,0,Normal operation
1733877652,318,0,27999.3691,11.3709,0.208,27.9422,0.1682,10.9431,0,Normal operation
1733877653,328,0,28242.3431,11.5982,0.2034,28.0925,0.1512,10.1132,0,Normal operation
1733877654,343,0,28458.2467,11.6368,0.2023,28.2171,0.1356,5.3709,0,Normal operation
1733877655,347,1,28680.513,11.6245,0.1951,28.3646,0.1437,9.7618,0,Normal operation
1733877656,365,1,28889.4052,11.428,0.1952,28.4631,0.1373,12.5724,0,Normal operation
1733877657,376,1,29100.388,11.0102,0.1973,28.5933,0.1462,9.7493,0,Normal operation
1733877658,392,1,29334.1165,10.9177,0.1955,28.7084,0.1471,14.7216,0,Normal operation
1733877659,399,1,29682.555,12.2994,0.1998,28.8587,0.1368,11.5427,0,Normal operation
1733877660,402,0,29910.9216,12.402,0.2034,29.0444,0.1634,11.1372,0,Normal operation
1733877661,407,0,30122.3523,12.4577,0.2074,29.1824,0.1569,11.0355,0,Normal operation
1733877662,410,0,30330.7584,12.4017,0.2184,29.3717,0.1613,9.8176,0,Normal operation
1733877663,410,0,30560.0477,12.4067,0.2422,29.6146,0.2047,10.8455,0,Normal operation
1733877664,410,0,30791.3581,11.088,0.2459,29.7633,0.1844,0.0036,0,Normal operation
1733877665,410,0,31014.6413,11.0372,0.2604,29.9244,0.1474,10.99,0,Normal operation
1733877666,410,0,31242.0154,11.1966,0.2816,30.1021,0.1676,10.7854,0,Normal operation
1733877667,410,0,31492.9038,11.6215,0.3082,30.3124,0.1841,10.0474,0,Normal operation
1733877668,410,0,31696.1008,11.47,0.3123,30.4824,0.1868,7.9576,0,Normal operation
1733877669,410,0,31924.1677,11.3294,0.339,30.6126,0.1433,11.1629,0,Normal operation
1733877670,410,0,32170.0774,11.6647,0.3392,30.8085,0.1599,33.8571,1,Normal operation
1733877671,410,0,32404.2971,11.7308,0.3277,31.0256,0.1925,12.074,0,Normal operation
1733877672,410,0,32635.9441,11.532,0.3307,31.339,0.2489,11.7833,0,Normal operation
1733877673,410,0,32896.8034,12.007,0.3579,31.5902,0.2754,10.7831,0,Normal operation
1733877674,410,0,33297.7434,13.7358,0.3739,31.778,0.2018,10.3134,0,Normal operation
1733877675,410,0,33526.3615,13.5628,0.3807,31.8902,0.1456,9.3968,0,Normal operation
1733877676,410,0,33728.9426,13.3682,0.4051,32.1581,0.1877,16.8981,1,Normal operation
1733877677,410,0,33951.5826,13.2753,0.4414,32.2816,0.1835,10.6957,0,Normal operation
1733877678,410,0,34218.1695,13.3221,0.4922,32.6358,0.2369,18.1898,1,Normal operation
1733877679,410,0,34433.4873,11.4612,0.5973,32.8821,0.2759,12.3788,0,Normal operation
1733877680,410,0,34706.6539,11.8972,0.7742,33.0912,0.2214,9.5888,0,Normal operation
1733877681,410,0,34947.1652,12.1822,0.9769,33.3793,0.2484,10.8964,0,Normal operation
1733877682,410,0,35175.7739,12.2419,1.1749,33.5922,0.236,11.1174,0,Normal operation
1733877683,410,0,35386.9669,11.688,1.3645,33.7449,0.186,9.6507,0,Normal operation
1733877684,410,0,35601.7466,11.6826,1.4787,33.8816,0.1464,12.3917,0,Normal operation
1733877685,410,0,35829.7316,11.3271,1.5573,34.0769,0.1659,22.6096,1,Normal operation
1733877686,410,0,36050.5258,11.1428,1.6211,34.2059,0.1542,9.5996,0,Normal operation
1733877687,410,0,36304.3606,11.3975,1.6399,34.3683,0.1425,9.8025,0,Normal operation
1733877688,410,0,36524.9523,11.4767,1.6727,34.4892,0.1314,10.7779,0,Normal operation
1733877689,410,0,36844.9802,12.5567,1.7323,34.5679,0.1063,24.5303,1,Normal operation
1733877690,410,0,37067.155,12.3742,1.7705,34.6336,0.0664,10.2963,0,Normal operation
1733877691,410,0,37284.6171,12.3409,1.7899,34.7371,0.0841,8.3032,0,Normal operation
1733877692,410,0,37497.6439,11.9328,1.8135,34.8019,0.0803,11.0344,0,Normal operation
1733877693,410,0,37755.9577,12.3101,1.8257,34.9856,0.1171,9.6963,0,Normal operation
1733877694,410,0,37972.3948,11.52,1.8488,35.1228,0.1508,10.7665,0,Normal operation
1733877695,410,0,38184.5377,11.2774,1.8464,35.3211,0.1713,7.3421,0,Normal operation
1733877696,410,0,38401.8481,11.2568,1.807,35.5691,0.208,6.0096,0,Normal operation
1733877697,410,0,38622.398,11.3579,1.722,35.8188,0.2342,11.5821,0,Normal operation
1733877698,410,0,38868.2157,11.2198,1.58,36.0355,0.2413,13.3261,0,Normal operation
1733877699,410,0,39120.7239,11.4833,1.3668,36.2547,0.235,9.7791,0,Normal operation
1733877700,410,0,39337.0091,11.5247,1.176,36.3234,0.135,9.7473,0,Normal operation
1733877701,410,0,39569.3292,11.6748,1.0182,36.4852,0.1081,13.2085,0,Normal operation
1733877702,410,0,39764.7505,11.5421,0.9014,36.591,0.1275,10.6784,0,Normal operation
1733877703,410,0,40013.1364,11.5828,0.832,36.7586,0.1329,17.472,1,Normal operation
1733877704,410,0,40245.6486,11.3473,0.798,36.9598,0.175,11.6705,0,Normal operation
1733877705,410,0,40458.8213,11.3159,0.7679,37.1509,0.1897,7.3112,0,Normal operation
1733877706,410,0,40669.1653,11.1312,0.7036,37.3895,0.2049,9.8901,0,Normal operation
1733877707,410,0,40874.3854,11.0963,0.6692,37.7381,0.2757,8.6249,0,Normal operation
1733877708,410,0,41100.2414,10.871,0.6756,37.973,0.2694,1.3577,0,Normal operation
1733877709,410,0,41344.3602,10.9871,0.6428,38.2856,0.2673,8.879,0,Normal operation
1733877710,410,0,41563.0084,11.0419,0.5638,38.5422,0.2833,11.0216,0,Normal operation
1733877711,410,0,41791.8203,11.3266,0.5141,38.6347,0.1841,10.6175,0,Normal operation
1733877712,416,0,42022.0254,11.5631,0.4341,38.8393,0.1449,9.9627,0,Normal operation
1733877713,432,0,42241.7992,11.4307,0.3064,39.0294,0.1862,10.9169,0,Normal operation
1733877714,445,0,42457.0235,11.2165,0.2355,39.2002,0.1663,10.5591,0,Normal operation
1733877715,445,0,42708.3532,11.5639,0.2386,39.3737,0.1585,10.7064,0,Normal operation
1733877716,445,0,42937.2972,11.4548,0.2535,39.544,0.1705,10.8913,0,Normal operation
1733877717,445,0,43159.5633,11.3754,0.2782,39.7164,0.1571,12.0993,0,Normal operation
1733877718,445,0,43358.86,11.1706,0.3053,39.9073,0.1715,9.4579,0,Normal operation
1733877719,445,0,43572.0517,11.2568,0.335,40.1299,0.1987,10.3551,0,Normal operation
1733877720,445,0,43792.3852,10.9483,0.3654,40.3415,0.2207,10.0267,0,Normal operation
1733877721,445,0,44063.3279,11.3693,0.3906,40.6268,0.237,11.0551,0,Normal operation
1733877722,445,0,44303.1052,11.5583,0.4132,40.8385,0.2392,12.3679,0,Normal operation
1733877723,445,0,44520.1755,11.7089,0.4449,40.9916,0.1763,9.388,0,Normal operation
1733877724,445,0,44739.0178,11.6697,0.4653,41.1622,0.1553,11.003,0,Normal operation
1733877725,445,0,44956.0928,11.6371,0.4641,41.3143,0.1566,10.5247,0,Normal operation
1733877726,445,0,45158.6067,10.9528,0.4669,41.5358,0.1775,6.2744,0,Normal operation
1733877727,445,0,45391.3087,10.882,0.4652,41.7513,0.2106,11.4429,0,Normal operation
1733877728,445,0,45591.7158,10.8101,0.4776,41.956,0.2096,8.9265,0,Normal operation
1733877729,445,0,45804.5887,10.7658,0.5115,42.168,0.1999,5.8611,0,Normal operation
1733877730,445,0,46011.7815,10.6624,0.5342,42.3389,0.1863,9.8367,0,Normal operation
1733877731,445,0,46248.9733,10.9678,0.5555,42.5552,0.2004,15.0394,1,Normal operation
1733877732,445,0,46480.1414,11.0032,0.6023,42.7891,0.22,7.0425,0,Normal operation
1733877733,445,0,46717.9177,11.262,0.6071,42.9946,0.2146,12.2153,0,Normal operation
1733877734,445,0,46941.9171,11.3733,0.6051,43.2114,0.2038,0.0055,0,Normal operation
1733877735,445,0,47166.3844,11.546,0.6058,43.3664,0.1737,22.5302,1,Normal operation
1733877736,445,0,47391.5564,11.4258,0.606,43.5674,0.1775,9.9589,0,Normal operation
1733877737,445,0,47591.3521,11.1835,0.5781,43.7367,0.1777,11.0344,0,Normal operation
1733877738,445,0,47809.7078,11.0401,0.584,43.8563,0.1395,10.696,0,Normal operation
1733877739,445,0,48016.6612,10.7489,0.5586,44.0843,0.165,10.5165,0,Normal operation
1733877740,445,0,48254.8375,11.1102,0.5174,44.2365,0.1803,9.765,0,Normal operation
1733877741,445,0,48485.984,11.047,0.4703,44.5,0.2018,9.8337,0,Normal operation
1733877742,445,0,48694.5228,11.0317,0.4284,44.6753,0.2061,10.7538,0,Normal operation
1733877743,445,0,48903.853,10.9415,0.3771,44.8503,0.1809,5.3351,0,Normal operation
1733877744,445,0,49146.0475,11.2939,0.3523,45.0649,0.1837,9.2,0,Normal operation
1733877745,445,0,49348.5217,11.0351,0.3847,45.2813,0.2143,7.1784,0,Normal operation
1733877746,445,0,49558.5618,10.8249,0.3971,45.4677,0.1907,10.9364,0,Normal operation
1733877747,445,0,49768.1166,10.8449,0.4085,45.6298,0.1644,10.5578,0,Normal operation
1733877748,445,0,49990.6592,10.9226,0.4166,45.8314,0.1706,9.4562,0,Normal operation
1733877749,445,0,50207.5215,10.7072,0.4403,45.9981,0.1736,10.3631,0,Normal operation
1733877750,445,0,50442.1589,10.9364,0.4516,46.2126,0.1944,8.0232,0,Normal operation
1733877751,445,0,50656.4593,10.979,0.5195,46.3778,0.1776,11.0106,0,Normal operation
1733877752,445,0,50859.2073,10.9109,0.5947,46.5513,0.1609,10.8346,0,Normal operation
1733877753,445,0,51066.081,10.8495,0.677,46.7022,0.1537,10.6871,0,Normal operation
1733877754,445,0,51319.506,11.2237,0.7327,47.0062,0.2129,4.131,0,Normal operation
1733877755,445,0,51390.5772,9.7916,1.4064,48.3277,0.4042,4.7353,0,Normal operation
1733877756,445,0,51638.3263,10.3031,1.895,48.6211,0.4382,11.2015,0,Normal operation
1733877757,445,0,51827.5978,10.12,2.3228,48.9778,0.3316,0.0068,0,Normal operation
1733877758,445,0,52054.6586,10.2082,2.6863,49.3084,0.3421,23.8342,1,Normal operation
1733877759,445,0,52305.6126,10.1588,2.9724,49.7326,0.3737,9.9204,0,Normal operation
1733877760,445,0,52582.8164,11.9718,2.5605,50.0735,0.3817,20.5149,1,Normal operation
1733877761,445,0,52833.2,11.9487,2.2365,50.4672,0.3521,7.8438,0,Normal operation
1733877762,445,0,53038.0003,12.104,1.9462,50.675,0.3059,9.7961,0,Normal operation
1733877763,445,0,53258.5347,12.0388,1.6923,50.8714,0.1944,11.216,0,Normal operation
1733877764,445,0,53477.7335,11.7212,1.5236,51.1426,0.215,23.1827,1,Normal operation
1733877765,445,0,53678.0634,11.1581,1.4213,51.3593,0.2302,10.6637,0,Normal operation
1733877766,445,0,53894.4309,10.6924,1.374,51.541,0.1856,11.1723,0,Normal operation
1733877767,445,0,54099.3464,10.7115,1.3739,51.6967,0.1615,10.7263,0,Normal operation
1733877768,445,0,54289.3614,10.4208,1.364,51.9549,0.1939,11.6213,0,Normal operation
1733877769,445,0,54502.5194,10.4801,1.3291,52.1331,0.2057,10.9714,0,Normal operation
1733877770,445,0,54717.6871,10.3962,1.2909,52.2994,0.1655,18.4925,1,Normal operation
1733877771,445,0,54929.8958,10.3546,1.2569,52.4643,0.1569,10.7005,0,Normal operation
1733877772,445,0,55148.7657,10.4942,1.2179,52.6612,0.1731,13.252,0,Normal operation
1733877773,445,0,55386.0852,10.9672,1.1942,52.8362,0.1798,18.1911,1,Normal operation
1733877774,445,0,55621.2757,11.2982,1.1892,52.9833,0.1537,10.0646,0,Normal operation
1733877775,445,0,55862.6177,11.6353,1.1885,53.1796,0.1587,9.8666,0,Normal operation
1733877776,445,0,56103.5608,11.8445,1.1917,53.3123,0.1551,24.7692,1,Normal operation
1733877777,445,0,56309.6879,11.7422,1.1969,53.5586,0.1825,10.2694,0,Normal operation
1733877778,445,0,56541.1797,11.7336,1.2006,53.7266,0.1926,10.2598,0,Normal operation
1733877779,445,0,56773.8222,11.5255,1.2044,53.8842,0.1541,11.1683,0,Normal operation
1733877780,445,0,57008.2915,11.4567,1.2072,54.0343,0.1482,26.5985,1,Normal operation
1733877781,445,0,57232.2775,11.2872,1.2156,54.4314,0.2514,9.6278,0,Normal operation
1733877782,445,0,57443.7193,11.3403,1.2349,54.6224,0.2817,11.2049,0,Normal operation
1733877783,445,0,57712.936,11.8208,1.2705,54.8367,0.195,18.6557,1,Normal operation
1733877784,445,0,57976.39,12.138,1.3024,55.0615,0.2044,11.8106,0,Normal operation
1733877785,445,0,58241.069,12.5952,1.3397,55.2625,0.1996,11.4797,0,Normal operation
1733877786,445,0,58469.1912,12.4658,1.3838,55.4962,0.2163,10.2092,0,Normal operation
1733877787,445,0,58773.7222,13.4125,1.4322,55.6228,0.1667,11.0279,0,Normal operation
1733877788,445,0,59019.5535,13.0662,1.4862,55.9381,0.2049,16.9169,1,Normal operation
1733877789,445,0,59256.1593,12.7977,1.581,56.267,0.2976,17.4569,1,Normal operation
1733877790,445,0,59493.6819,12.5261,1.7326,56.6412,0.352,11.1895,0,Normal operation
1733877791,445,0,59744.4674,12.7528,1.8826,56.834,0.2824,8.9129,0,Normal operation
1733877792,445,0,59954.0526,11.9154,2.0263,57.0261,0.1794,11.0126,0,Normal operation
1733877793,445,0,60182.7343,11.8032,2.1531,57.2906,0.2186,10.7437,0,Normal operation
1733877794,445,0,60425.6355,11.8702,2.2299,57.5612,0.2484,9.7595,0,Normal operation
1733877795,445,0,60652.3221,11.6987,2.2113,57.8388,0.2647,11.3136,0,Normal operation
1733877796,445,0,60884.7363,11.4926,2.1855,58.01,0.2271,11.0077,0,Normal operation
1733877797,445,0,61088.6384,11.3459,2.1506,58.2646,0.1971,16.256,1,Normal operation
1733877798,445,0,61305.5114,11.2278,2.1061,58.426,0.1923,8.6189,0,Normal operation
1733877799,445,0,61523.3012,10.9767,2.0878,58.6386,0.1777,10.2039,0,Normal operation
1733877800,445,0,61751.2863,10.9896,2.1186,58.8017,0.1789,10.8463,0,Normal operation
1733877801,445,0,61964.3275,10.7959,2.1448,59.0167,0.1778,15.7967,1,Normal operation
1733877802,445,0,62207.0858,11.3484,2.182,59.1609,0.177,9.7717,0,Normal operation
1733877803,445,0,62424.46,11.2776,2.2164,59.4497,0.2115,10.9902,0,Normal operation
1733877804,445,0,62627.9908,11.1493,2.2178,59.6521,0.2264,11.0595,0,Normal operation
1733877805,445,0,62867.7664,11.2735,2.1975,59.8007,0.1711,17.1015,1,Normal operation
1733877806,445,0,63100.4383,11.5205,2.1642,60.0352,0.1813,19.0116,1,Normal operation
1733877807,445,0,63323.9666,11.1688,2.0979,60.2872,0.2292,16.0603,1,Normal operation
1733877808,445,0,63544.906,11.2045,2.0171,60.4952,0.2368,11.6556,0,Normal operation
1733877809,445,0,63773.825,11.4583,1.9382,60.6192,0.1644,9.6819,0,Normal operation
1733877810,445,0,63989.5134,11.3897,1.8714,60.769,0.1268,7.6007,0,Normal operation
1733877811,445,0,64233.2861,11.5195,1.818,61.0173,0.1874,15.7691,1,Normal operation
1733877812,445,0,64472.8252,11.6508,1.7975,61.2277,0.2263,10.9736,0,Normal operation
1733877813,445,0,64682.944,11.4978,1.8188,61.48,0.2228,8.8604,0,Normal operation
1733877814,445,0,64920.3482,11.5627,1.8853,61.7458,0.2477,5.8763,0,Normal operation
1733877815,445,0,65155.4786,11.6597,1.9645,62.0287,0.2669,11.3578,0,Normal operation
1733877816,445,0,65364.8947,11.3161,2.0644,62.2337,0.2297,7.0191,0,Normal operation
1733877817,445,0,65585.9603,11.1314,2.1622,62.4086,0.1894,10.7874,0,Normal operation
1733877818,445,0,65822.3437,11.394,2.2392,62.6638,0.2114,10.5886,0,Normal operation
1733877819,445,0,66051.0675,11.3687,2.2873,62.8476,0.2026,14.3844,0,Normal operation
1733877820,445,0,66247.3412,11.0338,2.3025,63.1891,0.2555,11.2545,0,Normal operation
1733877821,445,0,66463.3742,11.0559,2.2734,63.4426,0.2811,16.6112,1,Normal operation
1733877822,445,0,66678.2817,11.0331,2.2244,63.6267,0.2039,10.9987,0,Normal operation
1733877823,445,0,66891.356,10.7965,2.1603,63.8348,0.1882,10.9936,0,Normal operation
1733877824,445,0,67108.1124,10.5704,2.082,63.9486,0.152,11.0421,0,Normal operation
1733877825,445,0,67332.2411,10.849,1.9977,64.315,0.2237,8.735,0,Normal operation
1733877826,445,0,67555.7406,10.9237,1.9228,64.4591,0.2378,12.6182,0,Normal operation
