Timestamp,Total Collisions,Current Collision Status,Smoothness Metric,Current Smoothness,Obstacle Clearance,Distance Traveled,Current Velocity,IMU Acceleration Magnitude,Is Rough Terrain,Vertical Roughness,Notes
1737050370,0,0,11900.3421,12.5004,4.2796,28.1215,0.7653,19.9046,1,14.4187,Normal operation
1737050371,0,0,12126.2333,12.4755,5.1558,28.5831,0.6876,18.9027,1,14.5113,Normal operation
1737050372,0,0,12340.2702,12.4398,5.0294,29.5219,0.7187,24.3635,1,24.0019,Normal operation
1737050373,0,0,12670.0904,12.5199,4.9788,30.2723,0.8221,1.1164,0,0.6758,Normal operation
1737050374,0,0,12901.0121,12.501,5.0234,31.3769,0.7986,39.7175,1,31.0667,Normal operation
1737050375,0,0,13070.2106,12.4242,5.1214,31.9159,0.725,1.7471,0,1.3972,Normal operation
1737050376,0,0,13304.4415,12.4109,5.0193,32.4377,0.5138,9.4344,0,9.3621,Normal operation
1737050377,0,0,13522.1717,12.3829,5.6263,32.5896,0.3349,11.3857,0,9.4356,Normal operation
1737050378,0,0,13749.4657,12.3646,6.1001,32.8132,0.1711,0.4227,0,0.017,Normal operation
1737050379,0,0,13969.9692,12.341,6.2731,33.1032,0.2424,7.2987,0,5.6542,Normal operation
1737050380,0,0,14236.1582,12.3578,5.9254,33.3359,0.2395,10.9681,0,8.2709,Normal operation
1737050381,0,0,14492.388,12.3655,5.1542,33.5051,0.1705,5.3976,0,4.369,Normal operation
1737050382,0,0,14735.2176,12.3618,4.4341,33.7816,0.2007,18.9813,1,13.9205,Normal operation
1737050383,0,0,14945.7939,12.3315,3.7101,34.0992,0.2752,12.6455,0,9.5938,Normal operation
1737050384,0,0,15255.6768,12.3829,3.2528,34.3075,0.2361,13.4595,0,9.7707,Normal operation
1737050385,0,0,15479.2929,12.3637,3.4421,34.6582,0.2558,7.2784,0,5.408,Normal operation
1737050386,0,0,15681.5503,12.3283,3.7591,35.0363,0.3497,11.994,0,9.8578,Normal operation
1737050387,0,0,15953.1819,12.3477,4.4164,35.2956,0.3029,6.4182,0,4.8721,Normal operation
1737050388,0,0,16184.0458,12.3354,4.5414,35.7802,0.3453,19.7152,1,18.9922,Normal operation
1737050389,0,0,16377.842,12.3049,4.6734,36.1232,0.3797,18.7568,1,16.1213,Normal operation
1737050390,0,0,16510.522,12.2391,4.3018,36.683,0.3374,0.0,0,0.0,Normal operation
1737050391,0,0,16667.322,12.1748,3.8716,37.2843,0.16,9.8,0,9.7999,Normal operation
1737050392,8,0,17097.4304,12.3092,2.8129,37.6674,0.113,9.4444,0,0.441,Normal operation
1737050393,10,0,17185.7586,12.2145,2.4874,38.6234,0.113,9.8,0,9.7999,Normal operation
1737050394,10,0,18018.9202,12.6271,2.0855,38.8306,0.0979,0.0015,0,0.0004,Normal operation
1737050395,10,0,18286.4633,12.6375,1.9882,39.4046,0.3697,19.2455,1,13.2843,Normal operation
1737050396,10,0,18650.1504,12.7131,2.064,40.3867,0.7522,1.435,0,1.2595,Normal operation
1737050397,10,0,18969.6225,12.757,2.3559,41.3366,0.9545,1.2634,0,1.0153,Normal operation
1737050398,10,0,19215.3988,12.7508,2.7789,42.2446,0.9233,5.9876,0,5.9554,Normal operation
1737050399,10,0,19444.5529,12.7338,3.4507,43.1293,0.8996,6.4064,0,4.2837,Normal operation
1737050400,10,0,19674.1765,12.7176,4.2385,43.7134,0.7355,2.2305,0,1.6699,Normal operation
1737050401,10,0,19910.3842,12.7061,5.0757,44.5452,0.6993,9.2691,0,8.1032,Normal operation
1737050402,10,0,20246.1499,12.7575,6.0009,45.2769,0.7782,7.6875,0,7.5954,Normal operation
1737050403,10,0,20523.1853,12.7711,6.5832,45.8591,0.642,6.9556,0,4.5925,Normal operation
1737050404,10,0,20776.3943,12.7698,6.8897,46.1112,0.3791,7.7931,0,7.7672,Normal operation
1737050405,10,0,21011.2393,12.765,7.0569,46.4888,0.2912,10.3195,0,9.929,Normal operation
1737050406,10,0,21239.4664,12.7488,7.053,46.7665,0.3163,4.9534,0,4.4009,Normal operation
1737050407,10,0,21461.0375,12.729,7.0273,47.0635,0.2664,8.2293,0,8.2023,Normal operation
1737050408,10,0,21683.3319,12.71,6.997,47.3714,0.2729,18.2648,1,14.3777,Normal operation
1737050409,10,0,21952.2525,12.7186,6.8833,47.7214,0.3023,11.1334,0,9.0632,Normal operation
1737050410,10,0,22211.5255,12.7214,6.7349,48.4191,0.5004,9.5461,0,7.664,Normal operation
1737050411,10,0,22456.8084,12.7162,6.5126,48.916,0.5674,6.744,0,5.3887,Normal operation
1737050412,10,0,22646.1835,12.6798,6.1899,49.688,0.6024,14.6758,0,9.591,Normal operation
1737050413,10,0,22920.5583,12.6913,5.8404,50.0359,0.5138,10.8087,0,9.5177,Normal operation
1737050414,10,0,23202.3833,12.7067,5.4958,50.5481,0.3854,20.1254,1,16.1278,Normal operation
1737050415,10,0,23404.2396,12.6784,5.172,50.8646,0.3846,9.2185,0,7.0548,Normal operation
1737050416,10,0,23582.7932,12.6382,4.9519,51.2362,0.323,8.919,0,7.0611,Normal operation
1737050417,10,0,23849.0141,12.6453,4.8288,51.5993,0.3388,31.2008,1,31.0166,Normal operation
1737050418,10,0,24052.8379,12.6195,4.7358,51.8388,0.2771,10.1613,0,9.1421,Normal operation
1737050419,10,0,24310.0572,12.622,4.639,52.1629,0.2649,2.547,0,2.0047,Normal operation
1737050420,10,0,24516.6014,12.5985,4.5668,52.3661,0.2471,10.1541,0,9.6406,Normal operation
1737050421,10,0,24809.4932,12.6257,4.5128,52.6129,0.2066,11.6063,0,11.5519,Normal operation
1737050422,10,0,25154.9968,12.6725,4.4464,52.858,0.2254,9.525,0,8.7413,Normal operation
1737050423,10,0,25465.7729,12.7011,4.3858,53.104,0.2148,6.0083,0,4.9293,Normal operation
1737050424,10,0,25662.2742,12.6727,4.335,53.4442,0.262,10.538,0,8.0595,Normal operation
1737050425,10,0,25921.9256,12.6758,4.274,53.8011,0.331,11.4663,0,9.4844,Normal operation
1737050426,10,0,26143.7636,12.6604,4.1991,54.0249,0.2791,9.9085,0,7.7221,Normal operation
1737050427,10,0,26385.1163,12.6547,4.1247,54.22,0.1969,11.2904,0,9.2824,Normal operation
1737050428,10,0,26612.1031,12.6423,4.0632,54.4201,0.1892,9.5831,0,9.4927,Normal operation
1737050429,10,0,26846.0858,12.6335,4.0156,54.6027,0.1875,17.5286,1,12.4095,Normal operation
1737050430,10,0,27057.5267,12.6142,3.9952,54.9598,0.2624,9.1518,0,9.0416,Normal operation
1737050431,10,0,27282.6757,12.6075,4.0031,55.2639,0.3215,11.1454,0,8.6529,Normal operation
1737050432,10,0,27502.3898,12.5927,4.0113,55.5176,0.2664,10.9695,0,9.4604,Normal operation
1737050433,10,0,27775.34,12.6022,4.0118,55.8184,0.256,18.9637,1,13.5985,Normal operation
1737050434,10,0,28012.8185,12.5957,4.0193,56.1523,0.2988,19.9104,1,14.3807,Normal operation
1737050435,10,0,28246.5728,12.5876,4.0369,56.4593,0.3061,14.3544,0,9.7197,Normal operation
1737050436,10,0,28471.7284,12.5759,4.0248,56.6589,0.2384,10.8538,0,9.704,Normal operation
1737050437,10,0,28749.3567,12.5873,4.0089,56.8437,0.1843,11.0767,0,9.7206,Normal operation
1737050438,10,0,28973.0134,12.5751,3.9945,57.1177,0.2132,9.7344,0,9.5999,Normal operation
1737050439,10,0,29187.8794,12.5593,3.9677,57.3957,0.2549,14.4681,0,13.7306,Normal operation
1737050440,10,0,29504.291,12.5872,3.9293,57.9791,0.421,33.7602,1,33.6774,Normal operation
1737050441,10,0,29770.163,12.5931,3.9361,58.4207,0.5079,0.1571,0,0.013,Normal operation
1737050442,10,0,30021.3318,12.5928,3.9867,58.9153,0.4572,11.1221,0,9.7452,Normal operation
1737050443,10,0,30302.4975,12.605,4.0419,59.194,0.3705,22.1206,1,14.1494,Normal operation
1737050444,10,0,30524.0828,12.5924,4.0811,59.5389,0.2963,12.131,0,9.9551,Normal operation
1737050445,10,0,30727.6666,12.5778,4.1145,59.7931,0.2864,11.3421,0,9.8321,Normal operation
1737050446,10,0,30963.7419,12.5716,4.1197,60.0141,0.2261,10.6614,0,9.7726,Normal operation
1737050447,10,0,31199.336,12.5652,4.1085,60.3892,0.2889,9.1601,0,9.1578,Normal operation
1737050448,10,0,31437.9205,12.5601,4.1133,60.6495,0.3013,5.7667,0,3.9901,Normal operation
1737050449,10,0,31678.4765,12.5559,4.1146,60.9941,0.2816,7.9375,0,7.7004,Normal operation
1737050450,10,0,31897.3367,12.5432,4.1202,61.4386,0.3729,8.4421,0,7.3378,Normal operation
1737050451,10,0,32144.5071,12.5418,4.1213,61.8339,0.4021,11.4638,0,9.7022,Normal operation
1737050452,10,0,32380.8806,12.5362,4.0716,62.0643,0.298,14.6204,0,11.2271,Normal operation
1737050453,10,0,32613.7457,12.5293,4.0047,62.2623,0.1987,10.277,0,7.9569,Normal operation
1737050454,10,0,32862.2081,12.5285,3.9326,62.5002,0.2025,12.0258,0,11.2279,Normal operation
1737050455,10,0,33089.1162,12.5195,3.8773,62.6993,0.2118,10.1838,0,9.3235,Normal operation
1737050456,10,0,33385.5361,12.5368,3.8185,63.1929,0.3362,10.2122,0,8.0651,Normal operation
1737050457,10,0,33600.7932,12.5236,3.8276,63.4407,0.357,11.1945,0,9.3713,Normal operation
1737050458,10,0,33814.9895,12.5102,3.8641,63.7328,0.2591,9.5941,0,7.6678,Normal operation
1737050459,10,0,34038.5753,12.5004,4.0038,64.0882,0.3137,10.0173,0,8.0407,Normal operation
1737050460,10,0,34245.9067,12.4848,4.1685,64.524,0.3832,0.8143,0,0.8073,Normal operation
1737050461,10,0,34513.6,12.4913,4.3634,64.8738,0.3695,10.8483,0,8.7394,Normal operation
1737050462,10,0,34735.4109,12.4858,4.4796,65.0776,0.2631,12.2923,0,11.299,Normal operation
1737050463,10,0,34954.0312,12.4747,4.5942,65.358,0.2292,7.0631,0,7.0182,Normal operation
1737050464,10,0,35213.4367,12.4782,4.6532,65.7292,0.3046,11.0359,0,8.8031,Normal operation
1737050465,10,0,35438.7513,12.4697,4.6849,66.1015,0.3562,11.2396,0,9.9134,Normal operation
1737050466,10,0,35647.1792,12.4553,4.7118,66.366,0.3096,8.156,0,6.3872,Normal operation
1737050467,10,0,35879.508,12.4495,4.7743,66.6486,0.2575,4.8641,0,4.1583,Normal operation
1737050468,10,0,36106.4166,12.4419,4.7761,67.054,0.324,2.0066,0,1.4305,Normal operation
1737050469,10,0,36319.2998,12.4296,4.7676,67.4528,0.3884,5.725,0,3.709,Normal operation
1737050470,10,0,36598.0765,12.4399,4.774,67.8318,0.3753,11.2096,0,9.6922,Normal operation
1737050471,10,0,36825.1591,12.4325,4.748,68.1614,0.3295,9.8877,0,9.4263,Normal operation
1737050472,10,0,37083.5835,12.4358,4.683,68.6919,0.4045,7.0546,0,6.6675,Normal operation
1737050473,10,0,37298.8973,12.4247,4.6126,69.1467,0.4765,14.1556,0,10.8104,Normal operation
1737050474,10,0,37456.4427,12.3946,4.5878,69.7837,0.5302,5.0486,0,3.8937,Normal operation
1737050475,10,0,37729.8266,12.403,4.4756,70.2717,0.5402,30.1244,1,30.1069,Normal operation
1737050476,10,0,37990.4651,12.4071,4.3262,70.7921,0.4843,16.4456,1,11.6634,Normal operation
1737050477,10,0,38216.6789,12.4,4.056,71.3057,0.4953,38.3271,1,33.8615,Normal operation
1737050478,10,0,38435.3208,12.3985,3.7149,71.5254,0.3792,0.0,0,0.0,Normal operation
1737050479,10,0,38582.3754,12.3661,3.7797,72.0009,0.1136,9.7998,0,9.7998,Normal operation
1737050480,10,0,38800.8703,12.3609,3.7782,72.1112,0.0611,15.1844,1,14.917,Normal operation
1737050481,10,0,38977.1397,12.3384,3.6662,72.4882,0.1871,7.9001,0,6.1475,Normal operation
1737050482,10,0,39193.3413,12.3288,3.6937,72.6848,0.2172,10.9749,0,9.3356,Normal operation
1737050483,10,0,39436.85,12.3279,3.9387,73.089,0.2879,11.2695,0,8.6052,Normal operation
1737050484,10,0,39695.811,12.3317,3.7508,73.8342,0.5431,21.88,1,14.668,Normal operation
1737050485,10,0,39902.6276,12.3194,3.5212,74.4435,0.6511,10.1636,0,8.0686,Normal operation
1737050486,10,0,40166.6246,12.3248,3.4525,75.0123,0.5751,10.489,0,9.8748,Normal operation
1737050487,10,0,40404.6925,12.3223,3.3894,75.5378,0.5236,5.1255,0,5.0923,Normal operation
1737050488,10,0,40600.8354,12.307,3.3246,76.141,0.5436,9.4782,0,9.3472,Normal operation
1737050489,10,0,40812.6579,12.2967,3.1834,76.6534,0.5398,9.0242,0,8.1096,Normal operation
1737050490,10,0,41042.2608,12.2918,3.209,77.1896,0.5045,0.6422,0,0.6331,Normal operation
1737050491,10,0,41254.577,12.2818,3.1826,77.6547,0.4833,11.0816,0,10.6001,Normal operation
1737050492,10,0,41513.9605,12.2859,3.1694,78.2764,0.5189,9.4304,0,9.1981,Normal operation
1737050493,10,0,41754.6829,12.2844,3.0378,78.7285,0.514,9.8156,0,7.7668,Normal operation
1737050494,10,0,41977.3308,12.2777,2.8515,78.9751,0.3412,5.0589,0,4.2827,Normal operation
1737050495,10,0,42220.2693,12.2769,2.7054,79.6595,0.4458,7.5001,0,5.7202,Normal operation
1737050496,10,0,42450.9245,12.2726,2.4888,80.2939,0.6519,4.7292,0,2.9403,Normal operation
1737050497,10,0,42729.8083,12.2822,2.3,81.1852,0.7597,20.1647,1,14.6367,Normal operation
1737050498,10,0,42942.9837,12.2764,2.2938,81.8546,0.7524,3.7511,0,3.4218,Normal operation
1737050499,10,0,43204.0209,12.2808,2.231,82.6973,0.721,0.0131,0,0.0005,Normal operation
1737050500,10,0,43409.1185,12.2694,2.2654,83.4614,0.7694,38.1254,1,34.3873,Normal operation
1737050501,10,0,43668.1221,12.2732,2.3716,83.9796,0.6198,0.4251,0,0.0188,Normal operation
1737050502,10,0,43910.5698,12.2724,2.4726,84.3393,0.4231,32.5022,1,28.9998,Normal operation
1737050503,10,0,44136.9555,12.2671,2.4677,84.7132,0.3541,40.7874,1,26.3757,Normal operation
1737050504,10,0,44471.2331,12.2917,2.5861,85.1011,0.3646,5.8885,0,5.8699,Normal operation
1737050505,10,0,44721.5729,12.2929,2.5102,85.8054,0.5142,16.2774,1,11.9289,Normal operation
1737050506,10,0,44891.5489,12.2722,2.5331,86.467,0.6382,10.7974,0,8.2186,Normal operation
1737050507,10,0,45120.2728,12.2676,2.5924,86.8807,0.4987,7.8156,0,7.6405,Normal operation
1737050508,10,0,45326.6643,12.2571,2.5358,87.5323,0.5,2.2289,0,2.1486,Normal operation
1737050509,10,0,45558.3549,12.2535,2.5144,88.0194,0.5238,4.9851,0,3.2072,Normal operation
1737050510,10,0,45777.3213,12.2465,2.585,88.2469,0.3368,9.7997,0,9.7281,Normal operation
1737050511,10,0,45890.8334,12.218,2.6186,88.8538,0.1227,9.7994,0,9.6657,Normal operation
1737050512,10,0,46101.0957,12.209,2.4452,88.9003,0.0192,11.1167,0,9.8043,Normal operation
1737050513,10,0,46340.0634,12.2076,2.3736,89.558,0.325,35.636,1,27.6737,Normal operation
1737050514,10,0,46586.7526,12.2115,2.3344,90.1177,0.5623,10.2143,0,8.0299,Normal operation
1737050515,10,0,46833.7755,12.2122,2.1801,90.5576,0.5,5.8479,0,5.4486,Normal operation
1737050516,10,0,47039.6714,12.2022,2.176,91.2666,0.601,2.0409,0,1.4559,Normal operation
1737050517,10,0,47299.4203,12.2063,2.2757,92.2862,0.8426,15.6625,1,10.4862,Normal operation
1737050518,10,0,47596.1803,12.2198,2.4165,93.2272,0.9419,4.9859,0,3.8863,Normal operation
1737050519,10,0,47823.3596,12.2154,2.5486,93.7605,0.7088,10.3525,0,9.4987,Normal operation
1737050520,10,0,48086.3522,12.2202,2.7054,94.4893,0.6093,8.5048,0,6.9439,Normal operation
1737050521,10,0,48287.035,12.2153,2.6641,95.4634,0.8199,1.8913,0,1.3245,Normal operation
1737050522,10,0,48538.1501,12.217,2.6824,96.4992,0.9998,24.7479,1,18.9106,Normal operation
1737050523,10,0,48782.9644,12.2171,2.7129,97.5227,0.9998,15.7465,1,15.7132,Normal operation
1737050524,10,0,49062.3319,12.2258,2.6254,98.5686,0.9998,5.3185,0,3.4372,Normal operation
1737050525,10,0,49296.7426,12.2233,2.4896,99.3034,0.8563,7.5881,0,6.6789,Normal operation
1737050526,10,0,49485.5461,12.2096,2.5618,100.1796,0.7856,2.4553,0,1.6046,Normal operation
1737050527,10,0,49711.4132,12.2051,2.5663,100.5444,0.6188,8.245,0,6.7408,Normal operation
1737050528,10,0,49942.2638,12.2019,2.5703,100.9713,0.3911,21.3293,1,15.173,Normal operation
1737050529,10,0,50164.8329,12.1967,2.6365,101.4669,0.4534,7.1247,0,4.6641,Normal operation
1737050530,10,0,50386.0671,12.1912,2.7543,102.097,0.5491,23.5505,1,21.5221,Normal operation
1737050531,10,0,50724.8612,12.214,2.8641,102.8472,0.649,18.8544,1,18.7997,Normal operation
1737050532,10,0,50924.3527,12.2033,2.7669,103.8405,0.8305,8.093,0,5.472,Normal operation
1737050533,10,0,51189.1104,12.2141,2.8067,104.6648,0.8983,7.0873,0,4.2996,Normal operation
1737050534,10,0,51434.1148,12.2171,2.7744,105.5156,0.8466,13.6833,0,10.2084,Normal operation
1737050535,10,0,51636.198,12.21,2.7572,106.2257,0.8029,2.7852,0,1.8591,Normal operation
1737050536,10,0,51825.0698,12.1999,2.581,106.5643,0.518,10.8985,0,8.4437,Normal operation
1737050537,10,0,52072.6066,12.2036,2.5884,107.1348,0.4374,25.0842,1,21.0041,Normal operation
1737050538,10,0,52314.1781,12.203,2.531,107.3755,0.3624,5.9211,0,4.9474,Normal operation
1737050539,10,0,52564.9389,12.2045,2.5636,107.5976,0.2134,9.8494,0,8.2764,Normal operation
1737050540,10,0,52913.9576,12.2288,2.6139,107.7939,0.1891,11.9207,0,8.9434,Normal operation
1737050541,10,0,53238.9238,12.2473,2.7544,108.3082,0.3276,20.9749,1,13.8126,Normal operation
1737050542,10,0,53480.7977,12.2466,2.7675,108.8434,0.4888,18.0544,1,11.9053,Normal operation
1737050543,10,0,53712.9716,12.2437,2.8076,109.1828,0.4168,5.9858,0,4.0733,Normal operation
1737050544,10,0,53942.6824,12.2402,2.8672,109.6425,0.3868,9.4973,0,7.2085,Normal operation
1737050545,10,0,54228.4094,12.2495,2.8291,109.8531,0.318,5.8459,0,4.8475,Normal operation
1737050546,10,0,54396.7421,12.2322,2.7866,110.457,0.3871,9.0498,0,6.0412,Normal operation
1737050547,10,0,54609.3214,12.2251,2.831,110.9344,0.5107,14.6604,0,10.0134,Normal operation
1737050548,10,0,54953.8094,12.2473,2.7844,111.5678,0.5275,4.6026,0,3.1042,Normal operation
1737050549,10,0,55197.8621,12.2471,2.7753,111.9231,0.4768,9.254,0,7.2207,Normal operation
1737050550,10,0,55418.048,12.2417,2.7979,112.4503,0.43,8.0145,0,7.8308,Normal operation
1737050551,10,0,55654.4949,12.2398,2.8061,112.8586,0.4591,7.5572,0,6.1627,Normal operation
1737050552,10,0,55884.5783,12.2393,2.8071,113.5167,0.5223,11.2956,0,9.5492,Normal operation
1737050553,10,0,56145.8331,12.2429,2.8379,114.0832,0.5907,13.6717,0,13.3409,Normal operation
1737050554,10,0,56373.2939,12.2391,2.8419,114.4748,0.4595,11.2481,0,8.8237,Normal operation
1737050555,10,0,56600.4806,12.2353,2.8861,114.6454,0.2652,10.3652,0,9.5848,Normal operation
1737050556,10,0,56856.5074,12.2377,2.9358,114.9298,0.214,13.163,0,13.1596,Normal operation
1737050557,10,0,57112.8502,12.2402,2.9717,115.2306,0.2748,8.8754,0,6.7112,Normal operation
1737050558,10,0,57326.3074,12.2335,2.9826,115.6466,0.3427,10.1867,0,9.2995,Normal operation
1737050559,10,0,57539.1055,12.2268,2.9829,116.0278,0.3806,11.2509,0,9.3616,Normal operation
1737050560,10,0,57802.0979,12.2307,2.9475,116.4047,0.3566,33.1053,1,21.4944,Normal operation
1737050561,10,0,58122.7601,12.2467,2.9383,116.7689,0.3574,9.7007,0,7.3022,Normal operation
1737050562,10,0,58390.9486,12.2516,2.9401,117.0728,0.3286,12.991,0,11.5049,Normal operation
1737050563,10,0,58625.4127,12.2494,2.9505,117.297,0.257,10.7029,0,9.5912,Normal operation
1737050564,10,0,58862.9629,12.2478,2.968,117.5235,0.215,14.3858,0,9.5272,Normal operation
1737050565,10,0,59080.4956,12.2421,2.9945,117.8155,0.2482,17.2335,1,12.2196,Normal operation
1737050566,10,0,59369.0222,12.2511,2.985,118.2873,0.3613,10.076,0,9.1317,Normal operation
1737050567,10,0,59578.4954,12.2438,2.9659,118.5705,0.3591,9.1977,0,8.403,Normal operation
1737050568,10,0,59832.1489,12.2456,2.9751,118.803,0.2451,11.0447,0,9.3694,Normal operation
1737050569,10,0,60058.2597,12.2418,2.9511,119.1616,0.2777,5.0411,0,3.3682,Normal operation
1737050570,10,0,60305.823,12.2424,2.9411,119.5194,0.3398,11.0207,0,10.5515,Normal operation
1737050571,10,0,60533.9994,12.2415,2.9509,119.8177,0.3151,11.6786,0,9.6487,Normal operation
1737050572,10,0,60747.2596,12.2351,2.9501,120.0353,0.2442,15.6225,1,12.5879,Normal operation
1737050573,10,0,60953.1789,12.2273,2.9377,120.322,0.2392,10.4688,0,8.24,Normal operation
1737050574,10,0,61193.294,12.2264,2.9528,120.5348,0.2321,7.402,0,6.229,Normal operation
1737050575,10,0,61418.5623,12.2226,2.9486,120.8945,0.2622,8.0787,0,6.2982,Normal operation
1737050576,10,0,61629.153,12.2159,2.9455,121.261,0.3418,19.2228,1,12.5134,Normal operation
1737050577,10,0,61829.4623,12.2072,2.9468,121.6104,0.347,12.5846,0,12.2375,Normal operation
1737050578,10,0,62060.5797,12.2046,2.9391,122.0195,0.3691,14.7301,0,10.9821,Normal operation
1737050579,10,0,62257.961,12.1955,2.9201,122.3542,0.3562,0.0025,0,0.0021,Normal operation
1737050580,10,0,62471.3385,12.1895,2.9305,122.6506,0.3041,11.4903,0,9.7612,Normal operation
1737050581,10,0,62692.4923,12.1851,2.9264,122.9016,0.2686,6.5742,0,5.1508,Normal operation
1737050582,10,0,62906.9576,12.1795,2.9063,123.2523,0.2876,12.4613,0,12.4557,Normal operation
1737050583,10,0,63181.0639,12.1854,2.9084,123.5087,0.2875,10.8844,0,9.3486,Normal operation
1737050584,10,0,63405.8297,12.1817,2.9006,123.916,0.3146,16.14,1,13.3676,Normal operation
1737050585,10,0,63627.9295,12.1776,2.8533,124.0991,0.2781,10.7038,0,9.0115,Normal operation
1737050586,10,0,63892.5211,12.1816,2.8597,124.3052,0.1758,17.4598,1,12.6649,Normal operation
