Timestamp,Total Collisions,Current Collision Status,Smoothness Metric,Current Smoothness,Obstacle Clearance,Distance Traveled,Current Velocity,IMU Acceleration Magnitude,Is Rough Terrain,Vertical Roughness,Notes
1736131104,0,0,13474.8544,10.7713,2.6416,10.9052,0.3008,19.6898,1,19.3577,Normal operation
1736131105,0,0,13681.6666,10.7645,2.5279,11.4206,0.4249,8.388,0,8.3229,Normal operation
1736131106,0,0,13974.328,10.8244,2.4179,11.8055,0.4259,13.7357,0,10.8177,Normal operation
1736131107,0,0,14183.9064,10.8274,2.4022,12.1793,0.3638,8.4005,0,8.1594,Normal operation
1736131108,0,0,14394.792,10.8232,2.2981,12.6324,0.3968,8.3002,0,8.0072,Normal operation
1736131109,0,0,14623.0516,10.8399,2.1678,13.2397,0.5223,7.5388,0,7.4089,Normal operation
1736131110,0,0,14808.215,10.8326,2.1367,13.3989,0.4036,15.9372,1,15.0477,Normal operation
1736131111,0,0,14995.6287,10.8272,2.0417,13.5715,0.2042,8.104,0,5.749,Normal operation
1736131112,0,0,15172.4715,10.8066,1.903,13.7814,0.1741,9.2089,0,8.8891,Normal operation
1736131113,0,0,15346.0119,10.7843,1.8709,14.0086,0.2202,9.9044,0,9.5206,Normal operation
1736131114,0,0,15570.327,10.7902,1.9981,14.2342,0.2258,11.7117,0,11.7084,Normal operation
1736131115,0,0,15760.776,10.7803,2.0778,14.437,0.212,9.6449,0,9.1746,Normal operation
1736131116,0,0,15951.9577,10.7638,2.2815,14.6567,0.2072,9.3749,0,9.2032,Normal operation
1736131117,0,0,16188.891,10.7854,2.5214,15.0099,0.2725,11.762,0,8.8714,Normal operation
1736131118,0,0,16384.8644,10.7724,2.745,15.0487,0.1877,9.518,0,9.3827,Normal operation
1736131119,0,0,16665.9092,10.815,2.9018,15.1318,0.058,9.525,0,9.3096,Normal operation
1736131120,0,0,16861.949,10.802,3.0335,15.2157,0.0782,9.7543,0,9.3454,Normal operation
1736131121,0,0,17055.933,10.7881,3.1323,15.2612,0.061,9.3694,0,9.2843,Normal operation
1736131122,0,0,17265.8202,10.7844,3.189,15.3548,0.064,9.5195,0,9.3422,Normal operation
1736131123,0,0,17462.6627,10.7728,3.229,15.5532,0.1388,9.4738,0,8.9794,Normal operation
1736131124,0,0,17591.731,10.7201,3.2469,16.182,0.1149,0.0,0,0.0,Normal operation
1736131125,0,0,17772.9295,10.7001,3.0575,16.6642,0.0218,6.642,0,4.4179,Normal operation
1736131126,0,0,17975.997,10.6936,2.8951,16.6706,0.0,9.7997,0,9.7786,Normal operation
1736131127,0,0,18195.9111,10.6972,2.7332,16.8308,0.072,8.5099,0,8.4258,Normal operation
1736131128,0,0,18403.0146,10.6932,2.5834,17.2374,0.2433,1.4677,0,1.386,Normal operation
1736131129,0,0,18607.2944,10.6877,2.4681,17.4389,0.2594,8.6865,0,6.9616,Normal operation
1736131130,0,0,18788.3918,10.6752,2.5294,17.6578,0.1947,8.9744,0,8.9738,Normal operation
1736131131,0,0,19004.6543,10.6768,2.5598,17.8852,0.2167,9.5573,0,9.5526,Normal operation
1736131132,0,0,19219.8016,10.6777,2.5918,18.0357,0.184,9.7325,0,9.73,Normal operation
1736131133,0,0,19428.1412,10.6748,2.6037,18.2413,0.1724,9.7428,0,8.9886,Normal operation
1736131134,0,0,19662.0363,10.6859,2.5961,18.3518,0.1503,9.7814,0,9.7799,Normal operation
1736131135,0,0,19887.5069,10.6922,2.6051,18.5303,0.1351,9.1309,0,8.6966,Normal operation
1736131136,0,0,20091.4306,10.6869,2.6103,18.687,0.1596,9.6912,0,9.687,Normal operation
1736131137,0,0,20324.7129,10.6972,2.6095,18.8183,0.1407,9.6981,0,9.6954,Normal operation
1736131138,0,0,20544.6678,10.7003,2.6019,18.9239,0.1143,11.3268,0,9.7112,Normal operation
1736131139,0,0,20759.7505,10.7009,2.6033,19.0793,0.1266,5.9635,0,3.9654,Normal operation
1736131140,0,0,20956.6102,10.6921,2.6031,19.2244,0.1446,9.3384,0,9.1958,Normal operation
1736131141,0,0,21172.7538,10.6933,2.6015,19.3759,0.1412,8.1434,0,6.7346,Normal operation
